language,text,time,id,originalId,details
en,The butter is next to the soup,2013-03-01,40612,4b9a351df964a52084a435e3,http://tour-pedia.org/api/getPlaceDetails?id=40612
en,For wifi the network is 'BAloungeWiFi' & the password is 'vancouver'. Cheers.,2013-03-07,40612,4b9a351df964a52084a435e3,http://tour-pedia.org/api/getPlaceDetails?id=40612
en,Password in April 2013 is budapest,2013-04-09,40612,4b9a351df964a52084a435e3,http://tour-pedia.org/api/getPlaceDetails?id=40612
en,"Looks like the powers that be have heeded to popular opinion and changed the menu around after a long time. The fruit salad is now served on the centre servery, not by the wall.  Transformational!",2013-04-09,40612,4b9a351df964a52084a435e3,http://tour-pedia.org/api/getPlaceDetails?id=40612
en,"Why does everyone need the password, just ask or look at the flight info screen IN the lounge.  Makes me think its people hanging around outside hoping to log on.",2013-04-17,40612,4b9a351df964a52084a435e3,http://tour-pedia.org/api/getPlaceDetails?id=40612
en,"If you have a connecting flight, stop in here to take a shower. You will feel refreshed and ready for your next leg of your journey.",2013-04-21,40612,4b9a351df964a52084a435e3,http://tour-pedia.org/api/getPlaceDetails?id=40612
en,Don't think much of the new food offerings... Bland comes to mind... The Arabiatta had real kick... The new pasta is inert!!,2013-05-03,40612,4b9a351df964a52084a435e3,http://tour-pedia.org/api/getPlaceDetails?id=40612
en,Keep your eyes pealed for z list celebs like that one from Geordie Shore.,2013-05-10,40612,4b9a351df964a52084a435e3,http://tour-pedia.org/api/getPlaceDetails?id=40612
en,"Ba have changed the food, and have ruined it... No bacon Sarnie for breakfast.. Toast and croissants... Is that the best they can do?",2013-05-14,40612,4b9a351df964a52084a435e3,http://tour-pedia.org/api/getPlaceDetails?id=40612
af,Password is budapest,2013-05-15,40612,4b9a351df964a52084a435e3,http://tour-pedia.org/api/getPlaceDetails?id=40612
en,Portobello mushroom with tomato sandwich. Put lotsa marmite and tobacco (taken from the cocktail section),2013-05-20,40612,4b9a351df964a52084a435e3,http://tour-pedia.org/api/getPlaceDetails?id=40612
en,Excellent porridge served in the morning!,2013-06-05,40612,4b9a351df964a52084a435e3,http://tour-pedia.org/api/getPlaceDetails?id=40612
en,"New catering just awful. Only sandwiches & cakes. If you're gluten free, only option down to chips (salted only) or fruit which tends to run out.",2013-06-24,40612,4b9a351df964a52084a435e3,http://tour-pedia.org/api/getPlaceDetails?id=40612
en,Look for the WiFi password scrolling on the bottom of the departure screens.,2013-07-03,40612,4b9a351df964a52084a435e3,http://tour-pedia.org/api/getPlaceDetails?id=40612
en,"Sky Sports channels are available on the tellies around the lounge. You have to change them manually, though.",2013-08-11,40612,4b9a351df964a52084a435e3,http://tour-pedia.org/api/getPlaceDetails?id=40612
en,"Showers are typically packed, and a waiting time of 30 mins approx, but good after a long night flight",2013-08-16,40612,4b9a351df964a52084a435e3,http://tour-pedia.org/api/getPlaceDetails?id=40612
es,"Buen servicio pero poco atentos con los viajeros, ruidoso. Peor wue en barajas si viajas con niños",2013-08-18,40612,4b9a351df964a52084a435e3,http://tour-pedia.org/api/getPlaceDetails?id=40612
fr,Excellent lounge,2013-09-15,40612,4b9a351df964a52084a435e3,http://tour-pedia.org/api/getPlaceDetails?id=40612
en,Hard to find a bacon sandwich anywhere,2013-09-29,40612,4b9a351df964a52084a435e3,http://tour-pedia.org/api/getPlaceDetails?id=40612
en,Bacon rolls on top form; bigger less crunchy granary roll with plenty of crispy bacon; yum!,2013-10-04,40612,4b9a351df964a52084a435e3,http://tour-pedia.org/api/getPlaceDetails?id=40612
en,Play hunt the power socket. Feel frustrated. Go to the superior Galleries South.,2013-11-05,40612,4b9a351df964a52084a435e3,http://tour-pedia.org/api/getPlaceDetails?id=40612
en,"If u need an office space to rent, this is THE place. The supplies avail are star. Incl free tea, coffee, drinks, Red Bull fridge, Penguin & Club bars. A lovely canteen for lunch w/a penny sweet bar!",2010-08-27,40617,4b9a3dcaf964a520c1a635e3,http://tour-pedia.org/api/getPlaceDetails?id=40617
en,"It's posted on most of the meeting room walls, but just in case you miss it - the WiFi password is '1a2b3c4d5e'.",2010-09-27,40617,4b9a3dcaf964a520c1a635e3,http://tour-pedia.org/api/getPlaceDetails?id=40617
en,Fantastic creative meeting spaces! Great food and top facilities.,2011-01-31,40617,4b9a3dcaf964a520c1a635e3,http://tour-pedia.org/api/getPlaceDetails?id=40617
en,"Super helpful staff, top notch meeting rooms & decent food & snacks. Very much recommended.",2011-10-26,40617,4b9a3dcaf964a520c1a635e3,http://tour-pedia.org/api/getPlaceDetails?id=40617
en,The snacks are genius. Wagon Wheels a go-go,2011-12-13,40617,4b9a3dcaf964a520c1a635e3,http://tour-pedia.org/api/getPlaceDetails?id=40617
en,Request the egg mayo and mango chutney sandwiches for lunch. They are fantastic.,2012-05-22,40617,4b9a3dcaf964a520c1a635e3,http://tour-pedia.org/api/getPlaceDetails?id=40617
en,"Great venue for meetings. Have some Vegimite toast for brekky, a wagon wheel for morning tea.",2012-07-06,40617,4b9a3dcaf964a520c1a635e3,http://tour-pedia.org/api/getPlaceDetails?id=40617
en,"Have breakfast when you get here. The basement 'cafe' has a brilliant selection of cereals, bagels, bread and toast. 10 different teas and freshly made coffee and fruit drinks.",2012-09-26,40617,4b9a3dcaf964a520c1a635e3,http://tour-pedia.org/api/getPlaceDetails?id=40617
en,Here for Training? Leave home before breakfast and eat in the former swimming pool in the basement,2013-05-30,40617,4b9a3dcaf964a520c1a635e3,http://tour-pedia.org/api/getPlaceDetails?id=40617
en,"Super, top creative meeting rooms, amazing stafff, and the food, snacks yami yami :)",2013-06-26,40617,4b9a3dcaf964a520c1a635e3,http://tour-pedia.org/api/getPlaceDetails?id=40617
en,"What is now Holborn Bars was once Furnival’s Inn, an Inn of Chancery since 1383, meaning offices for clerks of the courts. Dickens rented rooms here in the 1830’s. It was demolished in 1897.",2011-02-10,40638,4b9a90e1f964a520dbc135e3,http://tour-pedia.org/api/getPlaceDetails?id=40638
af,wifi password is 'venues',2011-09-22,40638,4b9a90e1f964a520dbc135e3,http://tour-pedia.org/api/getPlaceDetails?id=40638
en,Check out some of the Blue Plaques on this famous street,2010-03-14,40651,4b9ad963f964a52009dc35e3,http://tour-pedia.org/api/getPlaceDetails?id=40651
en,"Oscar Wilde lived here between 1884 and his arrest in 1895 on charges of sodomy and gross indecency, following his failed libel case against the Marquis of Queensbury.",2011-02-14,40651,4b9ad963f964a52009dc35e3,http://tour-pedia.org/api/getPlaceDetails?id=40651
en,The 65 is the most complained about bus route in London. Try it yourself to find out why!,2010-07-09,40654,4b9b4acdf964a520b0fe35e3,http://tour-pedia.org/api/getPlaceDetails?id=40654
en,I've never had problems with this route!,2010-10-10,40654,4b9b4acdf964a520b0fe35e3,http://tour-pedia.org/api/getPlaceDetails?id=40654
en,"Ok service but when it goes wrong, it goes really wrong.",2011-04-19,40654,4b9b4acdf964a520b0fe35e3,http://tour-pedia.org/api/getPlaceDetails?id=40654
en,I beat you Honda man. Everytime! Yip.,2011-05-20,40654,4b9b4acdf964a520b0fe35e3,http://tour-pedia.org/api/getPlaceDetails?id=40654
en,"I thinks it's a fantastic route. Gets me to S Ealing station to Heathrow quickly, gets me to Richmond station quickly for London or Reading, goes past my home too and comes almost every 15 mins.",2011-09-15,40654,4b9b4acdf964a520b0fe35e3,http://tour-pedia.org/api/getPlaceDetails?id=40654
en,Don't know why it takes so long to and from Kingston right now but hopefully will pick up again soon,2011-09-15,40654,4b9b4acdf964a520b0fe35e3,http://tour-pedia.org/api/getPlaceDetails?id=40654
en,"During the day I've never had any major problems, coming home after a night on the town, it's a complete differ story!",2011-11-02,40654,4b9b4acdf964a520b0fe35e3,http://tour-pedia.org/api/getPlaceDetails?id=40654
en,"At 8:10 sharp, the traffic jam starts.",2011-11-23,40654,4b9b4acdf964a520b0fe35e3,http://tour-pedia.org/api/getPlaceDetails?id=40654
en,Runs from Kingston - Eailing via Richmond,2012-10-27,40654,4b9b4acdf964a520b0fe35e3,http://tour-pedia.org/api/getPlaceDetails?id=40654
en,Does my head in!,2012-12-10,40654,4b9b4acdf964a520b0fe35e3,http://tour-pedia.org/api/getPlaceDetails?id=40654
en,After midnight this bus become the Night bus The N65 from Ealing,2012-12-16,40655,4b9b5321f964a520880036e3,http://tour-pedia.org/api/getPlaceDetails?id=40655
fr,Nice quiet road,2011-09-17,40676,4b9b98a6f964a5205c1236e3,http://tour-pedia.org/api/getPlaceDetails?id=40676
en,Wear a scarf and coat the station is like a wind tunnel,2010-01-31,40704,4b9bed0df964a520a63636e3,http://tour-pedia.org/api/getPlaceDetails?id=40704
en,Sainsburys is left and round the corner as you come out of the station.,2010-02-02,40704,4b9bed0df964a520a63636e3,http://tour-pedia.org/api/getPlaceDetails?id=40704
en,Get a chicken shawarma roll from Amal. Best £2.50 you will spend when drunk,2010-02-03,40704,4b9bed0df964a520a63636e3,http://tour-pedia.org/api/getPlaceDetails?id=40704
en,Get on the northern line before 7am. No worries!,2010-06-09,40704,4b9bed0df964a520a63636e3,http://tour-pedia.org/api/getPlaceDetails?id=40704
en,"Walk right to the front, empty seats most of the time",2011-01-01,40704,4b9bed0df964a520a63636e3,http://tour-pedia.org/api/getPlaceDetails?id=40704
en,If you got a 16+ oyster card can give any amount to top up at help desk instead of a min £5 if you got a normal oyster card,2011-01-04,40704,4b9bed0df964a520a63636e3,http://tour-pedia.org/api/getPlaceDetails?id=40704
en,very nice classic music on the station!,2011-02-05,40704,4b9bed0df964a520a63636e3,http://tour-pedia.org/api/getPlaceDetails?id=40704
en,No need to take stairs at all to get to street level-escalator does all the work for you. Great when you have a suitcase or two..,2011-05-31,40704,4b9bed0df964a520a63636e3,http://tour-pedia.org/api/getPlaceDetails?id=40704
en,"Make sure you have sown credit on your oyster card when you come to Brent X shopping centre.  There is no place to top up, closest is Hendon central.",2010-03-15,40743,4b9ce775f964a5208e8136e3,http://tour-pedia.org/api/getPlaceDetails?id=40743
en,Get comfortable. You could be here a while.,2011-09-18,40777,4b9df888f964a520c7c436e3,http://tour-pedia.org/api/getPlaceDetails?id=40777
en,Really nice coffee/hot chocolate place here. I keep forgetting the name but you can't miss it,2012-04-22,40777,4b9df888f964a520c7c436e3,http://tour-pedia.org/api/getPlaceDetails?id=40777
en,Great place to sit if you're waiting to board a flight at Gate 2.,2013-07-06,40777,4b9df888f964a520c7c436e3,http://tour-pedia.org/api/getPlaceDetails?id=40777
en,reporting Manchester United for throwing away a two goal lead in 2 minutes of injury time,2010-09-11,40798,4b9e6e29f964a5200ae336e3,http://tour-pedia.org/api/getPlaceDetails?id=40798
en,Thames Clippers only stop here at certain times. Not an all-day service.,2012-01-16,40799,4b9e6f8bf964a52091e336e3,http://tour-pedia.org/api/getPlaceDetails?id=40799
en,Woolwich ferry eastbound at 5.58 rarely is in time now that the Pitney service is live. Expect delays!,2013-07-01,40799,4b9e6f8bf964a52091e336e3,http://tour-pedia.org/api/getPlaceDetails?id=40799
en,You can get on a boat here.,2013-07-20,40799,4b9e6f8bf964a52091e336e3,http://tour-pedia.org/api/getPlaceDetails?id=40799
en,"Seems like ferries are getting delayed a lot in the summer months, check the new live boats functionality of the mobile app!",2013-08-08,40799,4b9e6f8bf964a52091e336e3,http://tour-pedia.org/api/getPlaceDetails?id=40799
en,"Don't push, people! There's plenty of seats! You don't want to be 'that' guy do you?",2013-08-20,40799,4b9e6f8bf964a52091e336e3,http://tour-pedia.org/api/getPlaceDetails?id=40799
en,Get the right train!,2010-08-13,40807,4b9e894af964a520caec36e3,http://tour-pedia.org/api/getPlaceDetails?id=40807
en,Dont trust the nationalrail iPhone app for trains leaving from platforms 1-8! I bet some bald guy makes them up on the spot!,2010-12-29,40807,4b9e894af964a520caec36e3,http://tour-pedia.org/api/getPlaceDetails?id=40807
en,"The cornish pasty shop is fine, and better than the alternatives.",2011-07-28,40807,4b9e894af964a520caec36e3,http://tour-pedia.org/api/getPlaceDetails?id=40807
en,The gateway to Basingrad,2010-06-17,40818,4b9f465ff964a520931a37e3,http://tour-pedia.org/api/getPlaceDetails?id=40818
en,If your late. Your train will be on time. If your on time. Expect at least a 15 minute delay,2010-07-17,40818,4b9f465ff964a520931a37e3,http://tour-pedia.org/api/getPlaceDetails?id=40818
en,I like the part with the trains.,2011-01-04,40818,4b9f465ff964a520931a37e3,http://tour-pedia.org/api/getPlaceDetails?id=40818
en,Trains to Woking are never on time,2011-03-11,40818,4b9f465ff964a520931a37e3,http://tour-pedia.org/api/getPlaceDetails?id=40818
en,"Dont bother trying to get on a train around 7.30am, or prepared to be squashed.....",2011-05-09,40818,4b9f465ff964a520931a37e3,http://tour-pedia.org/api/getPlaceDetails?id=40818
en,The seats are metal so avoid them on cold days or be fundamentally frozen.,2011-06-08,40818,4b9f465ff964a520931a37e3,http://tour-pedia.org/api/getPlaceDetails?id=40818
en,cappuccino and almond croissant are worth a try....,2011-06-23,40818,4b9f465ff964a520931a37e3,http://tour-pedia.org/api/getPlaceDetails?id=40818
en,Lamb & Mint pasty from Cuppa-Cino.....good,2011-08-03,40818,4b9f465ff964a520931a37e3,http://tour-pedia.org/api/getPlaceDetails?id=40818
en,Waiting room now on this platform = lifesaver!,2012-05-04,40818,4b9f465ff964a520931a37e3,http://tour-pedia.org/api/getPlaceDetails?id=40818
en,Avoid the underground tunnel in the mornings. There are information boards along the walls of the tunnel forcing people to stop in front of frantic commuters who know where they are going! Big crush!,2012-11-29,40818,4b9f465ff964a520931a37e3,http://tour-pedia.org/api/getPlaceDetails?id=40818
en,"For Basingstoke, board the train close to the back.  It stops just by the stairs for the Way Out! :-)",2012-12-04,40818,4b9f465ff964a520931a37e3,http://tour-pedia.org/api/getPlaceDetails?id=40818
en,The waiting room is nice and pretty warm :) x,2013-02-27,40818,4b9f465ff964a520931a37e3,http://tour-pedia.org/api/getPlaceDetails?id=40818
en,Reasonably priced Fairtrade coffee kiosk here :) There's also something oddly beautiful about the vastness of Clapham Junction station!,2013-04-10,40818,4b9f465ff964a520931a37e3,http://tour-pedia.org/api/getPlaceDetails?id=40818
en,Decent EE data signal west end of platform (none at east end),2013-05-24,40818,4b9f465ff964a520931a37e3,http://tour-pedia.org/api/getPlaceDetails?id=40818
en,"Longitude Cafe between platforms 9 and 10 is by far the sanest, most spacious and most pleasant of the eateries and drinkeries at Clapham Junction.",2013-10-02,40818,4b9f465ff964a520931a37e3,http://tour-pedia.org/api/getPlaceDetails?id=40818
en,Great place to drop bags,2012-01-14,40857,4ba06f66f964a5209a6d37e3,http://tour-pedia.org/api/getPlaceDetails?id=40857
en,For some reason dropping off a bag takes as long as checking in does!,2013-03-23,40857,4ba06f66f964a5209a6d37e3,http://tour-pedia.org/api/getPlaceDetails?id=40857
en,Trust that the tray conveyor will stop - no need to get freaked out!,2011-08-11,40858,4ba0707ff964a520cd6d37e3,http://tour-pedia.org/api/getPlaceDetails?id=40858
en,Always expect long delays - Minimum time - 45 minutes,2011-08-28,40858,4ba0707ff964a520cd6d37e3,http://tour-pedia.org/api/getPlaceDetails?id=40858
en,I still don't understand why you have to queue so long to pass the border when flying from a european country,2011-09-08,40858,4ba0707ff964a520cd6d37e3,http://tour-pedia.org/api/getPlaceDetails?id=40858
en,Just smile and wave,2011-10-05,40858,4ba0707ff964a520cd6d37e3,http://tour-pedia.org/api/getPlaceDetails?id=40858
en,Fast Track often isn't.,2011-10-12,40858,4ba0707ff964a520cd6d37e3,http://tour-pedia.org/api/getPlaceDetails?id=40858
en,Fast Track isn't always open and when it is it's not that fast.,2011-11-15,40858,4ba0707ff964a520cd6d37e3,http://tour-pedia.org/api/getPlaceDetails?id=40858
en,"On your landing card, for Occupation put ""Hooligan"" and try to look as shady as possible.  They like that.",2011-11-17,40858,4ba0707ff964a520cd6d37e3,http://tour-pedia.org/api/getPlaceDetails?id=40858
en,Using your electronic passport is such a faster and easier way to go through immigration... Recommended !,2011-11-21,40858,4ba0707ff964a520cd6d37e3,http://tour-pedia.org/api/getPlaceDetails?id=40858
en,Would love to use IRIS but that would require that they reopen the office for us to register.,2011-12-08,40858,4ba0707ff964a520cd6d37e3,http://tour-pedia.org/api/getPlaceDetails?id=40858
en,Third time I have been here with 2 border agency employees on duty on a Friday at 1730 pm.  Expect long queues.,2011-12-08,40858,4ba0707ff964a520cd6d37e3,http://tour-pedia.org/api/getPlaceDetails?id=40858
en,"Use your e-Passport, but make sure on beforehand that the line is actually shorter...",2012-01-09,40858,4ba0707ff964a520cd6d37e3,http://tour-pedia.org/api/getPlaceDetails?id=40858
en,During the Olympics...stay away.,2012-01-18,40858,4ba0707ff964a520cd6d37e3,http://tour-pedia.org/api/getPlaceDetails?id=40858
en,"The slowest ""Fast Track"" in the world! Up to 40 min queueing, and counting.",2012-01-23,40858,4ba0707ff964a520cd6d37e3,http://tour-pedia.org/api/getPlaceDetails?id=40858
en,Long lines today. IRIS not working. Expect 2 hrs waiting in line.,2012-02-18,40858,4ba0707ff964a520cd6d37e3,http://tour-pedia.org/api/getPlaceDetails?id=40858
en,If you want to experience chaos and rudeness at the same time... Don't miss this!,2012-03-30,40858,4ba0707ff964a520cd6d37e3,http://tour-pedia.org/api/getPlaceDetails?id=40858
en,Use the electronic passport control much quicker,2012-04-17,40858,4ba0707ff964a520cd6d37e3,http://tour-pedia.org/api/getPlaceDetails?id=40858
en,Enormous queues. I still dont get how r they going to handle Olympic games,2012-04-23,40858,4ba0707ff964a520cd6d37e3,http://tour-pedia.org/api/getPlaceDetails?id=40858
en,A lesson in how not to do resource planning for aspiring MBAs,2012-04-25,40858,4ba0707ff964a520cd6d37e3,http://tour-pedia.org/api/getPlaceDetails?id=40858
en,Maybe the queues wouldn't be so long if they put the right amount of staff on duty. Representative of complete disdain for customer service,2012-05-14,40858,4ba0707ff964a520cd6d37e3,http://tour-pedia.org/api/getPlaceDetails?id=40858
en,Both IRIS machines working this morning at T5,2012-05-28,40858,4ba0707ff964a520cd6d37e3,http://tour-pedia.org/api/getPlaceDetails?id=40858
en,I cant understand with that strict Visa clearance policy why this Border Again with this long Q,2012-06-13,40858,4ba0707ff964a520cd6d37e3,http://tour-pedia.org/api/getPlaceDetails?id=40858
en,This remains a complete shambles,2012-06-16,40858,4ba0707ff964a520cd6d37e3,http://tour-pedia.org/api/getPlaceDetails?id=40858
en,"The trick here is to put your brain into neutral and try to recover from the stress of the BA flight transfer setup, which none of their staff understand. Helping someone more stressed than you helps.",2012-06-16,40858,4ba0707ff964a520cd6d37e3,http://tour-pedia.org/api/getPlaceDetails?id=40858
en,Why not leave a pointless tip on Foursquare complaining about your experience here. UK border payroll read everything on Facebook and your whinges are so interesting to everyone else.,2012-07-13,40858,4ba0707ff964a520cd6d37e3,http://tour-pedia.org/api/getPlaceDetails?id=40858
nl,Worst I've seen!!!,2012-09-20,40858,4ba0707ff964a520cd6d37e3,http://tour-pedia.org/api/getPlaceDetails?id=40858
en,"It's a laugh really. RANDOM security checks on hand luggage, even those bags which are empty. Also: extremely slow. Waste of everyone's time.",2012-09-26,40858,4ba0707ff964a520cd6d37e3,http://tour-pedia.org/api/getPlaceDetails?id=40858
en,Fast track isn't fast. Might as well choose regular security gates.,2012-12-02,40858,4ba0707ff964a520cd6d37e3,http://tour-pedia.org/api/getPlaceDetails?id=40858
so,HATE SECURITY ANYWAY DON'T CARE!,2013-01-03,40858,4ba0707ff964a520cd6d37e3,http://tour-pedia.org/api/getPlaceDetails?id=40858
en,Quite quick today well for here it was quick.,2013-01-03,40858,4ba0707ff964a520cd6d37e3,http://tour-pedia.org/api/getPlaceDetails?id=40858
en,I'm not a terrorist! Come on!,2013-02-10,40858,4ba0707ff964a520cd6d37e3,http://tour-pedia.org/api/getPlaceDetails?id=40858
fr,"Dont use fast track, always long queues",2013-03-26,40858,4ba0707ff964a520cd6d37e3,http://tour-pedia.org/api/getPlaceDetails?id=40858
en,"If you know what you're doing and have a newish passport (and the passport is from the EU), this is one of the fastest border patrols I've come across. They don't muck around.",2013-05-17,40858,4ba0707ff964a520cd6d37e3,http://tour-pedia.org/api/getPlaceDetails?id=40858
en,Try and stay calm. It's hard but getting angry at the incompetence will stress you out and the staff don't care anyway.,2013-05-22,40858,4ba0707ff964a520cd6d37e3,http://tour-pedia.org/api/getPlaceDetails?id=40858
en,Heathrow Airport has shown commercial wisdom by saving money on a staff social club & integrating it into the security area. Nice to see that staff can relax and take their minds off work for a while.,2013-06-21,40858,4ba0707ff964a520cd6d37e3,http://tour-pedia.org/api/getPlaceDetails?id=40858
en,Be patient...and make sure you remove your liquids or face delays with additional search!,2013-07-30,40858,4ba0707ff964a520cd6d37e3,http://tour-pedia.org/api/getPlaceDetails?id=40858
en,Worse than the USA,2013-09-09,40858,4ba0707ff964a520cd6d37e3,http://tour-pedia.org/api/getPlaceDetails?id=40858
en,The IRIS booth is no more as of 17th September 2013. Very bad news. I don't get to bypass the huge queues any longer :(,2013-10-10,40858,4ba0707ff964a520cd6d37e3,http://tour-pedia.org/api/getPlaceDetails?id=40858
en,"Hell, liquids in a plastic bag ??? Most airports stopped that more than 2 years ago ... Come on LHR, catch a wake-up !!",2013-10-21,40858,4ba0707ff964a520cd6d37e3,http://tour-pedia.org/api/getPlaceDetails?id=40858
en,"The biggest and best Jumble Sale in the uk is on the Hogs Back l, Northwood Way, 12 May 2012",2012-05-02,40860,4ba08e6df964a5202e7237e3,http://tour-pedia.org/api/getPlaceDetails?id=40860
en,Come to the big jubilee celebration event on June 2nd see the posters at the station,2012-05-30,40860,4ba08e6df964a5202e7237e3,http://tour-pedia.org/api/getPlaceDetails?id=40860
en,Use your oyster,2011-10-19,40862,4ba09b4ff964a520197437e3,http://tour-pedia.org/api/getPlaceDetails?id=40862
en,Avoid the great unwashed,2011-10-20,40862,4ba09b4ff964a520197437e3,http://tour-pedia.org/api/getPlaceDetails?id=40862
en,All the ducks,2011-10-21,40862,4ba09b4ff964a520197437e3,http://tour-pedia.org/api/getPlaceDetails?id=40862
en,Runs from Thamesmead - Bexleyheath via Upper Belvedere,2012-12-30,40863,4ba09bd9f964a520297437e3,http://tour-pedia.org/api/getPlaceDetails?id=40863
en,"It's very red, gold and regal in here. The kind of room that I think we could all see ourselves having as another kind of area of a nice home, however thrones do not come small judging by this one.",2011-02-25,40867,4ba0b286f964a520247837e3,http://tour-pedia.org/api/getPlaceDetails?id=40867
en,"earl of glasgow, a personal friend",2011-11-14,40867,4ba0b286f964a520247837e3,http://tour-pedia.org/api/getPlaceDetails?id=40867
en,Nice apple crumble and custard,2012-01-10,40867,4ba0b286f964a520247837e3,http://tour-pedia.org/api/getPlaceDetails?id=40867
en,Nice apple crumble and custard!,2012-01-10,40867,4ba0b286f964a520247837e3,http://tour-pedia.org/api/getPlaceDetails?id=40867
en,Very nice lordd,2012-05-16,40867,4ba0b286f964a520247837e3,http://tour-pedia.org/api/getPlaceDetails?id=40867
en,"In May 2008, UKYP was granted permission to hold a debate in the House of Lords, making it one of only two organisations to ever use the venue for non-Parliamentary proceedings.",2012-08-18,40867,4ba0b286f964a520247837e3,http://tour-pedia.org/api/getPlaceDetails?id=40867
en,Visit the Royal Gallery if you can - a vast regal space,2013-01-10,40867,4ba0b286f964a520247837e3,http://tour-pedia.org/api/getPlaceDetails?id=40867
en,"Enjoy a drink on the banks of the Thames, with a view of the London eye that plebs don't get to see...",2013-06-08,40867,4ba0b286f964a520247837e3,http://tour-pedia.org/api/getPlaceDetails?id=40867
en,Book the trip few month in advance via your local MP,2013-11-01,40867,4ba0b286f964a520247837e3,http://tour-pedia.org/api/getPlaceDetails?id=40867
en,Just take the bus and chill out,2011-07-30,40868,4ba0b52bf964a520a87837e3,http://tour-pedia.org/api/getPlaceDetails?id=40868
en,Gets packed at the start and end of school day.,2012-04-19,40868,4ba0b52bf964a520a87837e3,http://tour-pedia.org/api/getPlaceDetails?id=40868
en,Runs from Sudbury - Euston via Wembley,2012-10-27,40868,4ba0b52bf964a520a87837e3,http://tour-pedia.org/api/getPlaceDetails?id=40868
en,Try to avoid during the time when classes in Euston Schools ends. Screaming girls are pain in the ass...,2013-03-04,40868,4ba0b52bf964a520a87837e3,http://tour-pedia.org/api/getPlaceDetails?id=40868
en,"Sometimes, at weekends, you can see a steam train here!",2010-07-17,40880,4ba10d71f964a520e19237e3,http://tour-pedia.org/api/getPlaceDetails?id=40880
en,If you are boarding coach A or B then walk via platform 3 it's shorter!,2012-01-04,40880,4ba10d71f964a520e19237e3,http://tour-pedia.org/api/getPlaceDetails?id=40880
en,It's a lovely platform. Just right for it purpose.,2010-04-22,40888,4ba12171f964a520c29a37e3,http://tour-pedia.org/api/getPlaceDetails?id=40888
en,We all know this isn't the reeeeal platform 13...more the poorer cousin,2010-04-27,40888,4ba12171f964a520c29a37e3,http://tour-pedia.org/api/getPlaceDetails?id=40888
en,If you want a seat with a table go rigjt tothe end of the platform,2010-10-14,40888,4ba12171f964a520c29a37e3,http://tour-pedia.org/api/getPlaceDetails?id=40888
en,The Dèlice France shop is more expensive than the little newsagent on the right as you enter the main station. Choc bars 72p here compared to 60p before the turnstiles.,2010-12-24,40888,4ba12171f964a520c29a37e3,http://tour-pedia.org/api/getPlaceDetails?id=40888
en,if you don\'t fancy the stairs then remember you can use the new lift to get down from the footbridge,2011-02-22,40888,4ba12171f964a520c29a37e3,http://tour-pedia.org/api/getPlaceDetails?id=40888
en,Who is this lady talking all the time on speakers,2011-04-01,40888,4ba12171f964a520c29a37e3,http://tour-pedia.org/api/getPlaceDetails?id=40888
en,Trains here to Gatwick Airport,2011-07-07,40888,4ba12171f964a520c29a37e3,http://tour-pedia.org/api/getPlaceDetails?id=40888
en,This platform's always busy. If u want a seat you're more likely to get one around the corner on platform 14.,2011-09-03,40888,4ba12171f964a520c29a37e3,http://tour-pedia.org/api/getPlaceDetails?id=40888
en,"If going to Brighton, get on the first coach, get down right by the exit. Similarly, Haywards Heath, last coach & gatwick airport, 2nd coach.",2012-02-29,40888,4ba12171f964a520c29a37e3,http://tour-pedia.org/api/getPlaceDetails?id=40888
en,If you have time get a coffee from Cuppacino bar on platforms 11 &12 very nice coffee & cheaper then the rest,2012-04-04,40888,4ba12171f964a520c29a37e3,http://tour-pedia.org/api/getPlaceDetails?id=40888
en,There's normally seats on platform 14 if you have long to wait & no seats left on 13,2012-04-16,40888,4ba12171f964a520c29a37e3,http://tour-pedia.org/api/getPlaceDetails?id=40888
en,Make sure you are in correct part of train 12 carriages split & Horsham,2012-04-24,40888,4ba12171f964a520c29a37e3,http://tour-pedia.org/api/getPlaceDetails?id=40888
en,Good things start from platform 13,2012-09-23,40888,4ba12171f964a520c29a37e3,http://tour-pedia.org/api/getPlaceDetails?id=40888
en,H98 to HayesH98 to Hounslow,2012-01-07,40917,4ba1ea55f964a520bfd137e3,http://tour-pedia.org/api/getPlaceDetails?id=40917
en,Trains to Waterloo are most frequent on 3 & 4,2011-08-07,40924,4ba22601f964a5203adf37e3,http://tour-pedia.org/api/getPlaceDetails?id=40924
en,Canary Wharf branch also.,2010-05-13,40928,4ba247d9f964a52079e937e3,http://tour-pedia.org/api/getPlaceDetails?id=40928
en,"Reflexology, chiropody and massage offered on site by other practitioners.",2011-10-18,40928,4ba247d9f964a52079e937e3,http://tour-pedia.org/api/getPlaceDetails?id=40928
en,It's a very nice hall.,2010-04-29,40934,4ba2783df964a520e2fb37e3,http://tour-pedia.org/api/getPlaceDetails?id=40934
en,Runs from Brent Cross - Archway via Hampstead,2012-12-30,40943,4ba291e4f964a520390538e3,http://tour-pedia.org/api/getPlaceDetails?id=40943
en,If you are going Brent Cross to Archway or vice versa this is the longest route but the most scenic,2013-05-04,40943,4ba291e4f964a520390538e3,http://tour-pedia.org/api/getPlaceDetails?id=40943
en,Incredible History! The old vault doors are still on the lower ground floor,2012-05-21,40957,4ba35facf964a5202d3838e3,http://tour-pedia.org/api/getPlaceDetails?id=40957
